,Distance(km),Latitude,Longitude,email,fax,latitude,location,longitude,name,phone,rating,search_term,service,website
1127,,,, (+261) 34 27 947 22 centrepromet@gmail.com,,,"LYCEE ANDOHALO, COTE RUE JEAN LABORDE - ANTANANARIVO",,C PROMET, (+261) 34 27 947 22 centrepromet@gmail.com,,train,train, (+261) 34 27 947 22 centrepromet@gmail.com
1128,,,, (+261) 202 24 65 15 (+261) 202 24 65 15,,,TANJOMBATO - ANTANANARIVO,,CABINET PERFORMANCE, (+261) 202 24 65 15 (+261) 202 24 65 15,,train,train, (+261) 202 24 65 15 (+261) 202 24 65 15
1129,,,, (+261) 202 22 49 26,,,"17, RUE STEFANI - ANTANANARIVO",,CEMEAM, (+261) 202 22 49 26,,train,train, (+261) 202 22 49 26
1130,,,, (+261) 202 26 22 21 rmfcenter@yahoo.com,,,BP. 827 - ANTANANARIVO,,CENTER RMF, (+261) 202 26 22 21 rmfcenter@yahoo.com,,train,train, (+261) 202 26 22 21 rmfcenter@yahoo.com
1131,,,, (+261) 202 27 03 43 (+261) 202 27 03 70,,,RTE TOAMASINA - ANTANANARIVO,,CENTRE FORMAT. PROF. ANKANDRINA, (+261) 202 27 03 43 (+261) 202 27 03 70,,train,train, (+261) 202 27 03 43 (+261) 202 27 03 70
1132,,,, (+261) 20 22 622 21 rmfcenter1@yahoo.com,,,78. ISORAKA - ANTANANARIVO,,CENTRE RMF CENTER, (+261) 20 22 622 21 rmfcenter1@yahoo.com,,train,train, (+261) 20 22 622 21 rmfcenter1@yahoo.com
1133,,,, (+261) 34 68 713 40 ravoajanhary@yahoo.fr,,,MAHAZOARIVO - ANTSIRABE,,CFITC MYSSE, (+261) 34 68 713 40 ravoajanhary@yahoo.fr,,train,train, (+261) 34 68 713 40 ravoajanhary@yahoo.fr
1134,,,, (+261) 206 22 45 15 & 03 20 25 63 56 cfp-omega@moov.mg,,,BP. 471 - MAHAJANGA,,CFP OMEGA, (+261) 206 22 45 15 & 03 20 25 63 56 cfp-omega@moov.mg,,train,train, (+261) 206 22 45 15 & 03 20 25 63 56 cfp-omega@moov.mg
1135,,,, (+261) 03 04 48 62 57 socoa@moov.mg,,,BP. 309 - ANTSIRABE,,CFR, (+261) 03 04 48 62 57 socoa@moov.mg,,train,train, (+261) 03 04 48 62 57 socoa@moov.mg
1136,,,, (+261) 202 45 77 91 cfrh@yahoo.fr,,,TSARALALANA - ANTANANARIVO,,CFRH, (+261) 202 45 77 91 cfrh@yahoo.fr,,train,train, (+261) 202 45 77 91 cfrh@yahoo.fr
1137,,,, (+261) 202 24 08 57 (+261) 202 24 08 57 cfsige@moov.mg www.cfsige.mg,,,BP. 5103 - ANTANANARIVO,,CFSIGE, (+261) 202 24 08 57 (+261) 202 24 08 57 cfsige@moov.mg www.cfsige.mg,,train,train, (+261) 202 24 08 57 (+261) 202 24 08 57 cfsige@moov.mg www.cfsige.mg
1138,,,, (+261) 32 98 108 38 & 34 29 228 28 cfsm_env@yahoo.fr,,,IMMEUBLE CITY CENTER ANALAKELY P 402 - ANTANANARIVO,,CFSME, (+261) 32 98 108 38 & 34 29 228 28 cfsm_env@yahoo.fr,,train,train, (+261) 32 98 108 38 & 34 29 228 28 cfsm_env@yahoo.fr
1139,,,, (+261) 202 22 53 86 (+261) 202 23 36 69 cite@cite.mg www.cite.mg,,,BP. 74 - ANTANANARIVO,,CITE, (+261) 202 22 53 86 (+261) 202 23 36 69 cite@cite.mg www.cite.mg,,train,train, (+261) 202 22 53 86 (+261) 202 23 36 69 cite@cite.mg www.cite.mg
1140,,,, (+261) 03 20 53 16 16 com@dtc.mg www.dtc.mg,,,"LOT II I ANOS MORARANO, ALAROBIA - ANTANANARIVO",,DRIVER TRAINING CENTER, (+261) 03 20 53 16 16 com@dtc.mg www.dtc.mg,,train,train, (+261) 03 20 53 16 16 com@dtc.mg www.dtc.mg
1141,,,, (+261) 32 41 278 46 wm.devy@gmail.com www.edumakin-mg.net,,,RTE DE L'UNIVERSITE D'ANTANANARIVO - ANTANANARIVO,,EDUMAKIN-MG.NET, (+261) 32 41 278 46 wm.devy@gmail.com www.edumakin-mg.net,,train,train, (+261) 32 41 278 46 wm.devy@gmail.com www.edumakin-mg.net
1142,,,, (+261) 206 20 23 98 emth@moov.mg,,,MAHAJANGA,,EMTH, (+261) 206 20 23 98 emth@moov.mg,,train,train, (+261) 206 20 23 98 emth@moov.mg
1143,,,, (+261) 202 24 08 42,,,ANALAMAHITSY - ANTANANARIVO,,EPCT, (+261) 202 24 08 42,,train,train, (+261) 202 24 08 42
1144,,,, (+261) 202 26 23 31 (+261) 202 26 23 31,,,BEHORIRIKA - ANTANANARIVO,,ERD, (+261) 202 26 23 31 (+261) 202 26 23 31,,train,train, (+261) 202 26 23 31 (+261) 202 26 23 31
1145,,,, (+261) 32 04 297 43 escame@caramail.com,,,ANKAZOMANGA - ANTANANARIVO,,ESCAME, (+261) 32 04 297 43 escame@caramail.com,,train,train, (+261) 32 04 297 43 escame@caramail.com
1146,,,, (+261) 202 23 39 04 & 03 31 26 46 02 esca@blueline.mg,,,ANTANIMENA - ANTANANARIVO,,ESSCA, (+261) 202 23 39 04 & 03 31 26 46 02 esca@blueline.mg,,train,train, (+261) 202 23 39 04 & 03 31 26 46 02 esca@blueline.mg
1147,,,, (+261) 202 26 36 06 (+261) 202 23 19 83 est@moov.mg,,,"37, RUE AMPANDRANA - ANTANANARIVO",,EST, (+261) 202 26 36 06 (+261) 202 23 19 83 est@moov.mg,,train,train, (+261) 202 26 36 06 (+261) 202 23 19 83 est@moov.mg
1148,,,, (+261) 202 23 24 38 & 202 22 15 33,,,AMBATOMITSANGANA - ANTANANARIVO,,EUROI, (+261) 202 23 24 38 & 202 22 15 33,,train,train, (+261) 202 23 24 38 & 202 22 15 33
1149,,,, (+261) 202 24 93 86 & 03 31 16 70 21 (+261) 202 24 93 86 force7@moov.mg,,,ANDROHIBE - ANTANANARIVO,,FORCE 7, (+261) 202 24 93 86 & 03 31 16 70 21 (+261) 202 24 93 86 force7@moov.mg,,train,train, (+261) 202 24 93 86 & 03 31 16 70 21 (+261) 202 24 93 86 force7@moov.mg
1150,,,, (+261) 202 22 54 07 & 03 20 24 59 09 iestime@netcourrier.com,,,IMMEUBLE CFP - ANTANANARIVO,,IESTIME, (+261) 202 22 54 07 & 03 20 24 59 09 iestime@netcourrier.com,,train,train, (+261) 202 22 54 07 & 03 20 24 59 09 iestime@netcourrier.com
1151,,,, (+261) 204 44 80 28 & 03 31 16 10 50,,,IVORY - ANTSIRABE,,IESTIME, (+261) 204 44 80 28 & 03 31 16 10 50,,train,train, (+261) 204 44 80 28 & 03 31 16 10 50
1152,,,, (+261) 207 55 17 15 ifpe@moov.mg,,,AMBONY - FINARANTSOA,,IFPE, (+261) 207 55 17 15 ifpe@moov.mg,,train,train, (+261) 207 55 17 15 ifpe@moov.mg
1153,,,, (+261) 202 26 51 72 & 202 26 52 18 iftvaly@moov.mg,,,SOARANO - ANTANANARIVO,,IFT, (+261) 202 26 51 72 & 202 26 52 18 iftvaly@moov.mg,,train,train, (+261) 202 26 51 72 & 202 26 52 18 iftvaly@moov.mg
1154,,,, (+261) 202 24 24 24 & 202 24 33 71,,,AMBOHIJATOVO - ANTANANARIVO,,IMATEP, (+261) 202 24 24 24 & 202 24 33 71,,train,train, (+261) 202 24 24 24 & 202 24 33 71
1155,,,, (+261) 202 23 73 91 imgam@moov.mg www.imgam.net,,,"5, RUE ANTANIMENA - ANTANANARIVO",,IMGAM, (+261) 202 23 73 91 imgam@moov.mg www.imgam.net,,train,train, (+261) 202 23 73 91 imgam@moov.mg www.imgam.net
1156,,,, (+261) 202 26 28 46 & 03 31 22 39 40 infotour@moov.mg,,,ANKADIVATO - ANTANANARIVO,,INFOTOUR, (+261) 202 26 28 46 & 03 31 22 39 40 infotour@moov.mg,,train,train, (+261) 202 26 28 46 & 03 31 22 39 40 infotour@moov.mg
1157,,,, (+261) 202 22 57 01 inspcbefela@gmail.com www.inspc.org,,,BP. 176 - ANTANANARIVO,,INSP & C, (+261) 202 22 57 01 inspcbefela@gmail.com www.inspc.org,,train,train, (+261) 202 22 57 01 inspcbefela@gmail.com www.inspc.org
1158,,,, (+261) 03 20 22 11 72 & 03 31 15 55 02,,,AMBAVAHADIMITAFO - ANTANANARIVO,,INSPNMAD, (+261) 03 20 22 11 72 & 03 31 15 55 02,,train,train, (+261) 03 20 22 11 72 & 03 31 15 55 02
1159,,,, (+261) 20 56 907 56 & 33 61 061 43 universite.arsenal@hotmail.com www.institut-ispa.com,,,LOT A 362 BIS - MORAMANGA,,INSTITUT SUPERIEUR POLYTECHNIQUE ARSENAL, (+261) 20 56 907 56 & 33 61 061 43 universite.arsenal@hotmail.com www.institut-ispa.com,,train,train, (+261) 20 56 907 56 & 33 61 061 43 universite.arsenal@hotmail.com www.institut-ispa.com
1160,,,, (+261) 32 68 086 23 zamandrahengosarah@gmail.com,,,HELL VILLE - NOSY BE,,INTH, (+261) 32 68 086 23 zamandrahengosarah@gmail.com,,train,train, (+261) 32 68 086 23 zamandrahengosarah@gmail.com
1161,,,, (+261) 202 23 44 79 (+261) 202 26 21 00 inth@moov.mg,,,BP. 8043 - ANTANANARIVO,,INTH, (+261) 202 23 44 79 (+261) 202 26 21 00 inth@moov.mg,,train,train, (+261) 202 23 44 79 (+261) 202 26 21 00 inth@moov.mg
1162,,,, (+261) 202 23 80 21 ipac@simicro.mg,,,BP. 1456 - ANTANANARIVO,,IPAC COIFFURE, (+261) 202 23 80 21 ipac@simicro.mg,,train,train, (+261) 202 23 80 21 ipac@simicro.mg
1163,,,, (+261) 202 22 51 62,,,BP. 1456 - ANTANANARIVO,,IPAC COIFFURE ANNEXE, (+261) 202 22 51 62,,train,train, (+261) 202 22 51 62
1164,,,, (+261) 202 23 65 35,,,BP. 1456 - ANTANANARIVO,,IPAC ESTHETIQUE, (+261) 202 23 65 35,,train,train, (+261) 202 23 65 35
1165,,,, (+261) 202 22 24 88 (+261) 202 27 94 94 contact@iscam.mg www.iscam-mada.com,,,ANKADITAPAKA - ANTANANARIVO,,ISCAM, (+261) 202 22 24 88 (+261) 202 27 94 94 contact@iscam.mg www.iscam-mada.com,,train,train, (+261) 202 22 24 88 (+261) 202 27 94 94 contact@iscam.mg www.iscam-mada.com
1166,,,, (+261) 202 26 56 70 (+261) 202 26 56 70 isecom@blueline.mg,,,AMPATSAKANA - ANTANANARIVO,,ISCOM, (+261) 202 26 56 70 (+261) 202 26 56 70 isecom@blueline.mg,,train,train, (+261) 202 26 56 70 (+261) 202 26 56 70 isecom@blueline.mg
1167,,,, (+261) 202 26 82 18 isfc@moov.mg,,,AMBOHIDAHY - ANTANANARIVO,,ISFC, (+261) 202 26 82 18 isfc@moov.mg,,train,train, (+261) 202 26 82 18 isfc@moov.mg
1168,,,, (+261) 202 25 47 80 ism@moov.mg,,,"17, RUE LUMUMBA - ANTANANARIVO",,ISM, (+261) 202 25 47 80 ism@moov.mg,,train,train, (+261) 202 25 47 80 ism@moov.mg
1169,,,, (+261) 206 22 47 13 isma@moov.mg,,,RUE RAKOTOBE - MAHAJANGA,,ISMA, (+261) 206 22 47 13 isma@moov.mg,,train,train, (+261) 206 22 47 13 isma@moov.mg
1170,,,, (+261) 208 22 24 31 (+261) 208 22 94 25,,,BP. 509 - ANTSIRANANA,,IST DIEGO, (+261) 208 22 24 31 (+261) 208 22 94 25,,train,train, (+261) 208 22 24 31 (+261) 208 22 94 25
1171,,,, (+261) 34 06 388 46 & 33 12 115 96 & 20 22 460 34 istsfm@moov.mg www.istsmada.mg,,,LOT IAV 309 B MANDRIMENA IAVOLOHA ANDOHARANOFOTSY - ANTANANARIVO,,ISTS INSTITUT SUPERIEUR DE TRAVAIL SOCIAL, (+261) 34 06 388 46 & 33 12 115 96 & 20 22 460 34 istsfm@moov.mg www.istsmada.mg,,train,train, (+261) 34 06 388 46 & 33 12 115 96 & 20 22 460 34 istsfm@moov.mg www.istsmada.mg
1172,,,, (+261) 202 23 38 15 kaizen.p@netclub.mg,,,BP. 1284 - ANTANANARIVO,,KAIZEN PARTNERS, (+261) 202 23 38 15 kaizen.p@netclub.mg,,train,train, (+261) 202 23 38 15 kaizen.p@netclub.mg
1173,,,, (+261) 20 26 357 34 (+261) 20 22 559 83 contact@kentia-services.com www.kentia-services.com,,,"BUREAU 3, IMMEUBLE JACARANDA AMBATONAKANGA - ANTANANARIVO",,KENTIA, (+261) 20 26 357 34 (+261) 20 22 559 83 contact@kentia-services.com www.kentia-services.com,,train,train, (+261) 20 26 357 34 (+261) 20 22 559 83 contact@kentia-services.com www.kentia-services.com
1174,,,, (+261) 33 03 778 62 philippejean.arnou@mada-hotels-consultant.com www.mada-hotels-consultant.com,,,"RUE DR RAJAOFERA, LOT IVA 4, ANTANANINANDRO - 101 ANTANANARIVO",,MADAGASCAR HOTEL CONSULTANT, (+261) 33 03 778 62 philippejean.arnou@mada-hotels-consultant.com www.mada-hotels-consultant.com,,train,train, (+261) 33 03 778 62 philippejean.arnou@mada-hotels-consultant.com www.mada-hotels-consultant.com
1175,,,, (+261) 33 12 139 55 couture.manitra.ampitatafika@gmail.com www.couture-manitra.co.nf,,,AB 395 AMBOHITSARATELO AMPITATAFIKA - ANTANANARIVO,,MANITRA COUPE & COUTURE, (+261) 33 12 139 55 couture.manitra.ampitatafika@gmail.com www.couture-manitra.co.nf,,train,train, (+261) 33 12 139 55 couture.manitra.ampitatafika@gmail.com www.couture-manitra.co.nf
1176,,,, (+261) 202 25 26 82 (+261) 202 25 26 81 mbs@moov.mg,,,BP. 8741 - ANTANANARIVO,,MBS, (+261) 202 25 26 82 (+261) 202 25 26 81 mbs@moov.mg,,train,train, (+261) 202 25 26 82 (+261) 202 25 26 81 mbs@moov.mg
1177,,,, (+261) 33 89 937 09 mikoloabc@gmail.com,,,TANJOMBATO - TANANARIVE,,MI KOLO, (+261) 33 89 937 09 mikoloabc@gmail.com,,train,train, (+261) 33 89 937 09 mikoloabc@gmail.com
1178,,,, (+261) 20 32 40 827 94 rmfcenter1@yahoo.com,,,78. ISORAKA - ANTANANARIVO,,MUSIC SHOP RAJAOFETRA, (+261) 20 32 40 827 94 rmfcenter1@yahoo.com,,train,train, (+261) 20 32 40 827 94 rmfcenter1@yahoo.com
1179,,,, (+261) 202 25 90 65 (+261) 202 25 90 66 p.comme@moov.mg,,,BP. 12013 - ANTANANARIVO,,P. COMME, (+261) 202 25 90 65 (+261) 202 25 90 66 p.comme@moov.mg,,train,train, (+261) 202 25 90 65 (+261) 202 25 90 66 p.comme@moov.mg
1180,,,, (+261) 202 24 45 25 safaero@ifrance.com,,,BP. 37 - ANTANANARIVO,,SAFAERO, (+261) 202 24 45 25 safaero@ifrance.com,,train,train, (+261) 202 24 45 25 safaero@ifrance.com
1181,,,, (+261) 33 27 001 16 smemanager.mg@gmail.com http://madagascar.smetoolkit.org/madagascar/fr,,,"EXPLORER BUSINESS PARK, ANKORONDRANO - ANTANANARIVO",,SME TOOLKIT MADAGASCAR, (+261) 33 27 001 16 smemanager.mg@gmail.com http://madagascar.smetoolkit.org/madagascar/fr,,train,train, (+261) 33 27 001 16 smemanager.mg@gmail.com http://madagascar.smetoolkit.org/madagascar/fr
1182,,,, (+261) 205 33 48 33 (+261) 205 33 11 56,,,"2, RUE DESFOSSES - TOAMASINA",,TBS, (+261) 205 33 48 33 (+261) 205 33 11 56,,train,train, (+261) 205 33 48 33 (+261) 205 33 11 56
1183,,,, (+261) 202 23 16 99 (+261) 202 23 59 73 3e@moov.mg,,,BP. 8094 - ANTANANARIVO,,3 E, (+261) 202 23 16 99 (+261) 202 23 59 73 3e@moov.mg,,electricity,electricity, (+261) 202 23 16 99 (+261) 202 23 59 73 3e@moov.mg
1184,,,, (+261) 202 25 33 53 (+261) 202 23 48 52 accmad@simicro.mg,,,BP. 688 - ANTANANARIVO,,ACCMAD, (+261) 202 25 33 53 (+261) 202 23 48 52 accmad@simicro.mg,,electricity,electricity, (+261) 202 25 33 53 (+261) 202 23 48 52 accmad@simicro.mg
1185,,,, (+261) 34 85 631 99 commercial@angovo.mg www.angovo.mg,,,"LOT IIN 186, RUE GILBERT DESVALLONS SOAVINANDRIANA - ANTANANARIVO",,ANGOVO.MG, (+261) 34 85 631 99 commercial@angovo.mg www.angovo.mg,,electricity,electricity, (+261) 34 85 631 99 commercial@angovo.mg www.angovo.mg
1186,,,, (+261) 202 22 58 12 (+261) 202 23 39 33 apma@apma.mg www.apma-mg.com,,,BP. 4452 - ANTANANARIVO,,APMA, (+261) 202 22 58 12 (+261) 202 23 39 33 apma@apma.mg www.apma-mg.com,,electricity,electricity, (+261) 202 22 58 12 (+261) 202 23 39 33 apma@apma.mg www.apma-mg.com
1187,,,, (+261) 20 22 533 53 (+261) 20 22 348 52 aquamad@aquamad.mg www.aquamad.mg,,,BP. 688 - ANTANANARIVO,,AQUAMAD, (+261) 20 22 533 53 (+261) 20 22 348 52 aquamad@aquamad.mg www.aquamad.mg,,electricity,electricity, (+261) 20 22 533 53 (+261) 20 22 348 52 aquamad@aquamad.mg www.aquamad.mg
1188,,,, (+261) 202 22 22 50 (+261) 202 26 07 12,,,BP. 4369 - ANTANANARIVO,,ATELEMEC, (+261) 202 22 22 50 (+261) 202 26 07 12,,electricity,electricity, (+261) 202 22 22 50 (+261) 202 26 07 12
1189,,,, (+261) 202 23 20 02 (+261) 202 23 20 43 atem@moov.mg,,,BP. 12170 - ANTANANARIVO,,ATEM, (+261) 202 23 20 02 (+261) 202 23 20 43 atem@moov.mg,,electricity,electricity, (+261) 202 23 20 02 (+261) 202 23 20 43 atem@moov.mg
1190,,,, (+261) 34 76 361 01 (+261) 20 53 328 44 capoceanplomberie.societe@gmail.com,,,LOT 41 CP/LLE 11/31 CITE HARAS - TAMATAVE,,CAP OCEAN PLOMBERIE, (+261) 34 76 361 01 (+261) 20 53 328 44 capoceanplomberie.societe@gmail.com,,electricity,electricity, (+261) 34 76 361 01 (+261) 20 53 328 44 capoceanplomberie.societe@gmail.com
1191,,,, (+261) 202 22 26 31 (+261) 202 22 24 24 cimelta@moov.mg www.cimelta-madagascar.com,,,BP. 382 - 101 ANTANANARIVO,,CIMELTA MADAGASCAR, (+261) 202 22 26 31 (+261) 202 22 24 24 cimelta@moov.mg www.cimelta-madagascar.com,,electricity,electricity, (+261) 202 22 26 31 (+261) 202 22 24 24 cimelta@moov.mg www.cimelta-madagascar.com
1192,,,, (+261) 202 22 58 49 (+261) 202 22 58 49 climatel@moov.mg,,,ANTSAKAVIRO - ANTANANARIVO,,CLIMATEL, (+261) 202 22 58 49 (+261) 202 22 58 49 climatel@moov.mg,,electricity,electricity, (+261) 202 22 58 49 (+261) 202 22 58 49 climatel@moov.mg
1193,,,, (+261) 202 20 19 91 (+261) 202 20 00 91 clinicfroid@moov.mg www.takelaka.wanadoo.mg/clinicfroid,,,ANTEHIROKA - ANTANANARIVO,,CLINIC FROID, (+261) 202 20 19 91 (+261) 202 20 00 91 clinicfroid@moov.mg www.takelaka.wanadoo.mg/clinicfroid,,electricity,electricity, (+261) 202 20 19 91 (+261) 202 20 00 91 clinicfroid@moov.mg www.takelaka.wanadoo.mg/clinicfroid
1194,,,, (+261) 202 42 54 09 (+261) 202 22 07 04 comelec1951@yahoo.fr,,,BESARETY - ANTANANARIVO,,COMELEC, (+261) 202 42 54 09 (+261) 202 22 07 04 comelec1951@yahoo.fr,,electricity,electricity, (+261) 202 42 54 09 (+261) 202 22 07 04 comelec1951@yahoo.fr
1195,,,, (+261) 202 22 59 53 (+261) 202 22 59 49 cometech@simicro.mg www.electricite-madagascar.com,,,BP. 7705 - ANTANANARIVO,,COMETECH, (+261) 202 22 59 53 (+261) 202 22 59 49 cometech@simicro.mg www.electricite-madagascar.com,,electricity,electricity, (+261) 202 22 59 53 (+261) 202 22 59 49 cometech@simicro.mg www.electricite-madagascar.com
1196,,,, (+261) 20 23 237 57 & 32 11 687 87 & 32 05 687 87 (+261) 20 23 237 57 ecaservices@moov.mg www.eca-services-madagascar.com,,,IVL 2B AMBODIVONIKELY - ANTANANARIVO,,ECASERVICES, (+261) 20 23 237 57 & 32 11 687 87 & 32 05 687 87 (+261) 20 23 237 57 ecaservices@moov.mg www.eca-services-madagascar.com,,electricity,electricity, (+261) 20 23 237 57 & 32 11 687 87 & 32 05 687 87 (+261) 20 23 237 57 ecaservices@moov.mg www.eca-services-madagascar.com
1197,,,, (+261) 202 22 12 83 (+261) 202 26 40 14 egedec@moov.mg,,,"1, RUE DUCROCQ - 101 ANTANANARIVO",,EGEDEC, (+261) 202 22 12 83 (+261) 202 26 40 14 egedec@moov.mg,,electricity,electricity, (+261) 202 22 12 83 (+261) 202 26 40 14 egedec@moov.mg
1198,,,, (+261) 34 40 081 67 eifservices@yahoo.com,,,TOAMASINA - ANTANANARIVO,,EIF, (+261) 34 40 081 67 eifservices@yahoo.com,,electricity,electricity, (+261) 34 40 081 67 eifservices@yahoo.com
1199,,,, (+261) 33 11 337 08 eltech.dir@gmail.com,,,"BUREAU N� 3, IMMEUBLE JACARANDA AMBATONAKANGA - ANTANANARIVO",,EL TECH, (+261) 33 11 337 08 eltech.dir@gmail.com,,electricity,electricity, (+261) 33 11 337 08 eltech.dir@gmail.com
1200,,,, (+261) 202 23 83 51 (+261) 202 22 21 54 elec.plus@simicro.mg,,,BP. 8597 - ANTANANARIVO,,ELECPLUS, (+261) 202 23 83 51 (+261) 202 22 21 54 elec.plus@simicro.mg,,electricity,electricity, (+261) 202 23 83 51 (+261) 202 22 21 54 elec.plus@simicro.mg
1201,,,, (+261) 202 26 50 26 (+261) 202 26 50 26 maherlla1@moov.mg,,,ANTANANARIVO,,GROUPE MAHERLLA, (+261) 202 26 50 26 (+261) 202 26 50 26 maherlla1@moov.mg,,electricity,electricity, (+261) 202 26 50 26 (+261) 202 26 50 26 maherlla1@moov.mg
1202,,,, (+261) 202 20 33 76 (+261) 202 20 33 77 iblagri@moov.mg,,,IVANDRY - ANTANANARIVO,,IBL MADAGASIKARA, (+261) 202 20 33 76 (+261) 202 20 33 77 iblagri@moov.mg,,electricity,electricity, (+261) 202 20 33 76 (+261) 202 20 33 77 iblagri@moov.mg
1203,,,, (+261) 34 93 372 50 & 33 11 905 01 & 33 08 589 64 contact@kaliana-corporation.com www.kaliana-corporation.com,,,... - ANTANANARIVO 101,,KALIANA CORPORATION, (+261) 34 93 372 50 & 33 11 905 01 & 33 08 589 64 contact@kaliana-corporation.com www.kaliana-corporation.com,,electricity,electricity, (+261) 34 93 372 50 & 33 11 905 01 & 33 08 589 64 contact@kaliana-corporation.com www.kaliana-corporation.com
1204,,,, (+261) 205 33 25 15 (+261) 205 33 25 16 lopez@simicro.mg,,,BP. 585 - TOAMASINA,,LOPEZ & C�, (+261) 205 33 25 15 (+261) 205 33 25 16 lopez@simicro.mg,,electricity,electricity, (+261) 205 33 25 15 (+261) 205 33 25 16 lopez@simicro.mg
1205,,,, (+261) 206 22 44 20 (+261) 206 22 44 20,,,RUE CARNOT - MAHAJANGA,,LULU ELECTRIC, (+261) 206 22 44 20 (+261) 206 22 44 20,,electricity,electricity, (+261) 206 22 44 20 (+261) 206 22 44 20
1206,,,, (+261) 341 49 70 99 & 32 419 70 99 & 33 147 92 21 rilah-electrofroid@moov.mg www.froid-clim-elec-madagascar.com,,,LOT IVH 165 BIS AMBOHIMANANDRAY - ANTANANARIVO,,RILAH ELECTROFROID, (+261) 341 49 70 99 & 32 419 70 99 & 33 147 92 21 rilah-electrofroid@moov.mg www.froid-clim-elec-madagascar.com,,electricity,electricity, (+261) 341 49 70 99 & 32 419 70 99 & 33 147 92 21 rilah-electrofroid@moov.mg www.froid-clim-elec-madagascar.com
1207,,,, (+261) 34 08 914 27 robibatiment@gmail.com,,,LOT IVC 58 BIS AMBODIVOANJO - ANTANANARIVO,,ROBI ROBSON, (+261) 34 08 914 27 robibatiment@gmail.com,,electricity,electricity, (+261) 34 08 914 27 robibatiment@gmail.com
1208,,,, (+261) 34 14 970 99 scemim@scemim.com https://www.froid-clim-elec-plomberie.com/ELECTRICITE,,,LOT 6 F IMERINAFOVOANY - ANTANANARIVO,,SCEMIM ELECTRICITE, (+261) 34 14 970 99 scemim@scemim.com https://www.froid-clim-elec-plomberie.com/ELECTRICITE,,electricity,electricity, (+261) 34 14 970 99 scemim@scemim.com https://www.froid-clim-elec-plomberie.com/ELECTRICITE
1209,,,, (+261) 202 25 44 23 (+261) 202 25 68 17 seem@moov.mg,,,SOANIERANA - ANTANANARIVO,,SEEM, (+261) 202 25 44 23 (+261) 202 25 68 17 seem@moov.mg,,electricity,electricity, (+261) 202 25 44 23 (+261) 202 25 68 17 seem@moov.mg
1210,,,, (+261) 20 22 254 00 (+261) 20 22 210 37 someca@someca.mg www.someca-mg.com,,,"90, LALANA RAVONINAHITRINIARIVO ANKORONDRANO - ANTANANARIVO",,SOMECA, (+261) 20 22 254 00 (+261) 20 22 210 37 someca@someca.mg www.someca-mg.com,,electricity,electricity, (+261) 20 22 254 00 (+261) 20 22 210 37 someca@someca.mg www.someca-mg.com
1211,,,, (+261) 32 76 703 69 dir.st.elec@gmail.com,,,173 A AMBOROMPOTSY TALATAMATSY - ANTANANARIVO,,ST ELEC, (+261) 32 76 703 69 dir.st.elec@gmail.com,,electricity,electricity, (+261) 32 76 703 69 dir.st.elec@gmail.com
1212,,,, (+261) 202 32 44 64 (+261) 202 32 44 60 tec@moov.mg,,,BP. 12114 - ANTANANARIVO,,STEF, (+261) 202 32 44 64 (+261) 202 32 44 60 tec@moov.mg,,electricity,electricity, (+261) 202 32 44 64 (+261) 202 32 44 60 tec@moov.mg
1213,,,, (+261) 202 24 20 65 (+261) 202 24 34 85 ingenierie@systec.mg,,,BP. 8211 - ANTANANARIVO,,SYSTEC, (+261) 202 24 20 65 (+261) 202 24 34 85 ingenierie@systec.mg,,electricity,electricity, (+261) 202 24 20 65 (+261) 202 24 34 85 ingenierie@systec.mg
1214,,,, (+261) 205 33 35 06 (+261) 205 33 35 06,,,"30, RUE NATIONALE - TOAMASINA",,TAMA ELEC, (+261) 205 33 35 06 (+261) 205 33 35 06,,electricity,electricity, (+261) 205 33 35 06 (+261) 205 33 35 06
1215,,,, (+261) 202 23 60 09 (+261) 202 45 63 42,,,BP. 8345 - ANTANANARIVO,,TECHNO PLUS, (+261) 202 23 60 09 (+261) 202 45 63 42,,electricity,electricity, (+261) 202 23 60 09 (+261) 202 45 63 42
1216,,,, (+261) 202 22 59 53 (+261) 202 22 59 49 cometech@simicro.mg www.electricite-madagascar.com,,,BP. 7705 - ANTANANARIVO,,COMETECH, (+261) 202 22 59 53 (+261) 202 22 59 49 cometech@simicro.mg www.electricite-madagascar.com,,electricity,electricity, (+261) 202 22 59 53 (+261) 202 22 59 49 cometech@simicro.mg www.electricite-madagascar.com
1217,,,, (+261) 202 22 09 47 (+261) 202 22 66 82 bricoland.ehb@edelec-group.com,,,RUE RASETA - ANTANANARIVO,,BRICOLAND, (+261) 202 22 09 47 (+261) 202 22 66 82 bricoland.ehb@edelec-group.com,,material,material, (+261) 202 22 09 47 (+261) 202 22 66 82 bricoland.ehb@edelec-group.com
1218,,,, (+261) 202 24 76 52 (+261) 202 24 76 44 cmtmi@moov.mg,,,ATSIMONDRANO - ANTANANARIVO,,CMTMI, (+261) 202 24 76 52 (+261) 202 24 76 44 cmtmi@moov.mg,,material,material, (+261) 202 24 76 52 (+261) 202 24 76 44 cmtmi@moov.mg
